	Time[ps] Energy[kJ/mol]		Bond 		Angle 		Dihedral 	Planarity 	   Coulomb 			VdW 	SAS_HSA     Rg_HSA1 		Rg_HSA2  	SAS_HA 		  Rg_HA 	HA-HSA_Hbo 	HSA-HSA-Hbo 	HSA-HSA-HP HSA-HSA-HP     CationPi 		PiPi 		 Ionic 		Ion_dist 		helix 		 sheet		   turn  	   coil 	3-10 helix 		Other  			CA 		 Backbone 	HeavyAtoms
   58900.000 -1666304.180   142630.441    85700.138   184607.519     1101.754 -2351558.478   271214.445    42128.544       27.061       55.360     7245.427       18.451      257.000   115742.000       35.000     2689.000       30.000      162.000       99.000        8.000       68.858        0.000        6.920       23.356        0.865        0.000        2.450        2.457        3.548
   59000.000 -1666527.229   142045.569    86629.869   184344.464     1066.661 -2355261.787   274647.995    42682.186       27.000       55.349     7161.464       18.538      274.000   116190.000       29.000     2738.000       24.000      155.000      100.000        7.000       64.879        0.000       11.765       22.664        0.692        0.000        2.514        2.519        3.651
   59100.000 -1666133.903   141561.905    87266.293   184456.933     1137.697 -2352027.064   271470.333    42050.396       27.103       55.398     7172.718       18.640      260.000   116154.000       25.000     2680.000       24.000      146.000       99.000        7.000       69.204        0.000        8.997       21.107        0.692        0.000        2.557        2.562        3.519
   59200.000 -1666402.005   143132.961    86654.024   184586.087     1126.372 -2353725.816   271824.367    43018.044       27.069       55.379     7127.880       18.768      259.000   116236.000       26.000     2679.000       36.000      160.000       86.000        8.000       71.799        0.000        8.304       19.204        0.692        0.000        2.491        2.500        3.436
   59300.000 -1665236.089   145959.362    86087.682   184616.097     1201.235 -2354663.630   271563.164    42371.552       27.043       55.369     7129.043       18.374      258.000   115596.000       34.000     2631.000       21.000      149.000       92.000        8.000       66.955        0.000        8.304       23.010        1.730        0.000        2.711        2.725        3.611
   59400.000 -1665832.412   144767.894    86006.262   184417.530     1111.333 -2351789.073   269653.642    41584.185       27.029       55.413     7093.440       18.366      246.000   115856.000       29.000     2649.000       32.000      151.000       91.000        7.000       67.993        0.000        9.689       21.626        0.692        0.000        2.811        2.817        3.599
   59500.000 -1668077.154   141096.901    86820.301   184707.384     1245.431 -2359920.905   277973.734    43009.010       27.126       55.412     7152.685       18.721      273.000   116188.000       23.000     2605.000       29.000      146.000      100.000        8.000       68.166        0.000       11.765       19.377        0.692        0.000        2.666        2.671        3.636
   59600.000 -1665451.424   142025.800    86438.114   184981.812     1138.225 -2352838.736   272803.359    42160.904       27.072       55.368     7233.698       18.596      270.000   115934.000       24.000     2533.000       29.000      155.000       91.000        7.000       68.339        0.000        8.304       21.972        1.384        0.000        2.453        2.465        3.475
   59700.000 -1666946.631   144291.628    86221.611   184873.604     1124.717 -2352991.147   269532.957    42516.105       27.069       55.376     7240.026       18.533      266.000   115910.000       24.000     2630.000       19.000      153.000       89.000        7.000       67.820        0.000       10.381       20.415        1.384        0.000        2.594        2.606        3.585
   59800.000 -1666897.724   142174.484    87367.541   184717.130     1098.284 -2355608.874   273353.711    42653.953       27.112       55.382     7261.543       18.577      273.000   116162.000       26.000     2630.000       27.000      151.000       98.000        7.000       67.474        0.000       11.765       20.761        0.000        0.000        2.632        2.645        3.650
   59900.000 -1667102.867   145925.265    86429.235   184898.481     1072.997 -2355460.356   270031.511    42230.272       27.049       55.423     7289.945       18.639      266.000   116104.000       33.000     2572.000       30.000      142.000       96.000        7.000       69.204        0.000       10.381       20.415        0.000        0.000        2.690        2.698        3.646
   60000.000 -1668240.267   143809.241    86384.759   184842.124     1231.595 -2358030.617   273522.632    42611.371       27.045       55.396     7307.481       18.912      268.000   116080.000       29.000     2579.000       21.000      151.000       98.000        7.000       67.301        0.000        8.304       22.491        1.903        0.000        2.739        2.749        3.747
   60100.000 -1666048.441   142371.445    86375.232   185105.070     1117.760 -2350271.271   269253.322    42482.758       27.045       55.405     7256.887       18.961      256.000   116004.000       31.000     2590.000       23.000      169.000       99.000        7.000       66.955        0.000        7.612       23.702        1.730        0.000        2.733        2.742        3.747
   60200.000 -1665951.249   143790.415    87398.203   184902.861     1173.369 -2351898.064   268681.968    42123.599       26.959       55.408     7335.879       18.628      267.000   115832.000       35.000     2612.000       32.000      149.000       99.000        7.000       67.474        0.000        6.920       23.875        1.730        0.000        2.858        2.865        3.919
   60300.000 -1667056.346   142811.025    86310.147   185020.349     1192.215 -2355222.420   272832.337    42845.011       27.039       55.395     7245.943       18.666      254.000   115940.000       24.000     2616.000       21.000      162.000      100.000        8.000       66.090        0.000        8.304       22.318        3.287        0.000        2.548        2.555        3.739
   60400.000 -1667279.960   144996.203    87165.539   185392.767     1170.948 -2359316.585   273311.169    43966.305       27.189       55.400     7291.911       18.837      272.000   116284.000       30.000     2602.000       28.000      159.000       98.000        7.000       65.398        0.000        9.689       22.491        2.422        0.000        2.895        2.903        3.933
