	Time[ps] Energy[kJ/mol]		Bond 		Angle 		Dihedral 	Planarity 	   Coulomb 			VdW 	SAS_HSA     Rg_HSA1 		Rg_HSA2  	SAS_HA 		  Rg_HA 	HA-HSA_Hbo 	HSA-HSA-Hbo 	HSA-HSA-HP HSA-HSA-HP     CationPi 		PiPi 		 Ionic 		Ion_dist 		helix 		 sheet		   turn  	   coil 	3-10 helix 		Other  			CA 		 Backbone 	HeavyAtoms
   54400.000 -1614883.505   143060.065    86809.780   184746.942     1144.467 -2296780.541   266135.782    42706.688       27.611       55.435     7204.874       18.583      270.000   116250.000       32.000     2627.000       38.000      157.000       94.000        0.000       66.955        0.000        9.689       21.972        1.384        0.000        3.665        3.678        4.347
   54500.000 -1614358.317   141517.603    86548.478   184971.806     1118.854 -2294662.270   266147.213    42328.031       27.433       55.439     7395.268       18.608      255.000   116294.000       31.000     2653.000       38.000      178.000       96.000        0.000       65.398        0.000       11.073       21.280        2.249        0.000        3.561        3.572        4.299
   54600.000 -1614388.302   142150.626    86526.137   184989.251     1144.263 -2293775.963   264577.384    41894.864       27.344       55.410     7289.296       18.757      264.000   116048.000       35.000     2651.000       32.000      146.000       91.000        0.000       65.398        0.000        7.612       23.875        3.114        0.000        3.349        3.367        4.110
   54700.000 -1613438.020   144603.712    85586.659   185052.205     1169.752 -2290685.544   260835.196    42109.554       27.611       55.468     7316.914       18.649      266.000   116120.000       36.000     2535.000       29.000      159.000       98.000        0.000       66.955        0.000        8.304       22.664        2.076        0.000        3.469        3.484        4.236
   54800.000 -1614236.670   142927.558    86876.171   184779.074     1167.978 -2294365.129   264377.679    42492.583       27.477       55.460     7338.877       18.796      266.000   116232.000       35.000     2621.000       33.000      150.000       95.000        0.000       67.820        0.000        8.997       20.934        2.249        0.000        3.239        3.253        4.212
   54900.000 -1615052.644   144087.278    86665.663   185204.740     1081.046 -2298220.236   266128.867    42960.265       27.658       55.425     7240.740       18.734      262.000   116352.000       37.000     2588.000       29.000      158.000       99.000        0.000       67.128        0.000       11.765       19.723        1.384        0.000        3.260        3.272        4.178
   55000.000 -1613420.731   142559.590    86365.321   185005.963     1098.026 -2292415.461   263965.830    42548.863       27.507       55.432     7130.531       18.732      258.000   116122.000       36.000     2728.000       29.000      183.000      102.000        0.000       65.398        0.000        8.997       22.491        3.114        0.000        3.130        3.143        3.998
   55100.000 -1613444.392   144159.569    86139.364   184818.068     1132.618 -2294678.199   264984.189    43713.261       27.492       55.449     7196.518       18.628      267.000   116448.000       35.000     2689.000       34.000      166.000      100.000        0.000       65.052        0.000       11.765       21.107        2.076        0.000        3.220        3.236        4.030
   55200.000 -1612573.246   142867.381    86923.888   184835.669     1160.706 -2292011.494   263650.604    41936.977       27.448       55.456     7325.466       18.778      274.000   116048.000       37.000     2628.000       37.000      157.000       98.000        0.000       65.571        0.000        9.689       22.318        2.422        0.000        3.234        3.243        4.048
   55300.000 -1615745.127   143562.079    86723.868   185081.732     1163.822 -2296209.011   263932.384    43790.611       27.532       55.414     7164.964       18.651      259.000   116682.000       33.000     2692.000       35.000      180.000       94.000        0.000       66.609        0.000        8.304       23.702        1.384        0.000        3.301        3.311        4.107
   55400.000 -1615328.574   143545.778    87019.461   184666.864     1118.992 -2297447.451   265767.783    43087.559       27.450       55.459     7289.875       18.467      267.000   116556.000       30.000     2626.000       31.000      172.000       95.000        0.000       66.263        0.000        7.612       24.048        2.076        0.000        3.302        3.316        3.998
   55500.000 -1613715.080   143238.552    86294.492   185185.934     1216.438 -2295291.122   265640.626    43138.096       27.518       55.431     7279.728       18.690      265.000   115976.000       36.000     2582.000       32.000      159.000       91.000        0.000       63.149        0.000       13.841       21.453        1.557        0.000        3.189        3.204        3.957
   55600.000 -1613040.182   145381.192    86332.970   184779.289     1200.200 -2291043.700   260309.865    42548.213       27.496       55.469     7261.097       18.536      262.000   116216.000       36.000     2715.000       39.000      176.000       96.000        0.000       64.879        0.000        8.997       23.702        2.422        0.000        3.105        3.121        3.938
   55700.000 -1615015.979   144585.091    86026.511   185176.823     1179.350 -2298423.606   266439.852    42579.128       27.603       55.435     7159.889       18.364      252.000   116240.000       38.000     2645.000       31.000      161.000       97.000        0.000       65.917        0.000        6.920       25.779        1.384        0.000        3.251        3.263        3.977
   55800.000 -1614677.180   142551.860    86302.183   185429.350     1174.159 -2296063.912   265929.181    43294.224       27.440       55.422     7269.998       18.564      249.000   116368.000       35.000     2677.000       33.000      165.000       96.000        0.000       66.609        0.000        8.304       22.664        2.422        0.000        3.163        3.181        3.934
   55900.000 -1613933.691   145786.380    86325.057   185301.450     1188.589 -2296023.322   263488.155    42830.096       27.524       55.442     7164.914       18.410      257.000   116076.000       37.000     2623.000       31.000      162.000       95.000        0.000       69.896        0.000        6.920       22.318        0.865        0.000        3.219        3.236        4.036
