	Time[ps] Energy[kJ/mol]		Bond 		Angle 		Dihedral 	Planarity 	   Coulomb 			VdW 	SAS_HSA     Rg_HSA1 		Rg_HSA2  	SAS_HA 		  Rg_HA 	HA-HSA_Hbo 	HSA-HSA-Hbo 	HSA-HSA-HP HSA-HSA-HP     CationPi 		PiPi 		 Ionic 		Ion_dist 		helix 		 sheet		   turn  	   coil 	3-10 helix 		Other  			CA 		 Backbone 	HeavyAtoms
   36700.000 -1556263.180   145193.737    85144.447   184731.652     1132.602 -2231384.823   258919.205    42719.323       27.503       55.415     7719.146       19.809      284.000   115776.000       40.000     2562.000       22.000      135.000       85.000        0.000       69.377        0.000        8.997       20.415        1.211        0.000        3.064        3.078        4.273
   36800.000 -1555649.888   142471.641    85737.045   185745.658     1126.202 -2232091.026   261360.591    43034.365       27.524       55.425     7617.910       19.963      272.000   115730.000       36.000     2581.000       31.000      140.000       80.000        0.000       67.301        0.000        8.997       21.626        2.076        0.000        2.770        2.782        4.052
   36900.000 -1555724.592   140170.718    86749.421   185312.601     1139.166 -2231247.460   262150.963    43242.675       27.518       55.370     7712.753       19.787      301.000   115846.000       37.000     2610.000       18.000      156.000       80.000        0.000       65.744        0.000        9.689       22.145        2.422        0.000        3.101        3.115        4.272
   37000.000 -1556142.238   142116.769    86929.128   185162.288     1072.627 -2232489.517   261066.467    42230.730       27.590       55.409     7773.839       20.006      280.000   115996.000       37.000     2575.000       17.000      160.000       80.000        0.000       68.166        0.000        8.304       20.934        2.595        0.000        3.155        3.167        4.366
   37100.000 -1557769.319   142641.467    86083.561   185556.849     1179.910 -2236042.259   262811.153    42910.462       27.523       55.395     7753.538       20.035      289.000   116044.000       35.000     2548.000       22.000      163.000       82.000        0.000       67.647        0.000        6.228       23.529        2.595        0.000        2.845        2.861        4.161
   37200.000 -1557000.841   144298.003    86828.689   185657.676     1068.908 -2232709.440   257855.324    42769.014       27.404       55.422     7701.420       20.028      288.000   115848.000       38.000     2483.000       24.000      156.000       80.000        0.000       67.474        0.000        6.920       25.606        0.000        0.000        2.844        2.857        4.157
   37300.000 -1557324.510   144020.830    86437.589   185054.404     1128.106 -2231621.061   257655.622    42075.401       27.430       55.444     7608.664       19.676      282.000   115946.000       36.000     2560.000       20.000      145.000       73.000        0.000       69.550        0.000        8.304       21.107        1.038        0.000        2.932        2.946        4.158
   37400.000 -1556704.666   141494.790    86171.623   185048.359     1057.999 -2230983.966   260506.528    42202.401       27.469       55.377     7478.933       19.583      282.000   115742.000       52.000     2616.000       23.000      155.000       76.000        0.000       69.377        0.000        6.920       22.491        1.211        0.000        3.268        3.284        4.422
   37500.000 -1555807.644   142076.625    85695.136   185243.882     1156.209 -2230989.928   261010.431    42410.165       27.496       55.355     7623.057       19.783      277.000   116168.000       34.000     2548.000       24.000      166.000       79.000        0.000       66.090        0.000        8.997       23.702        1.211        0.000        3.104        3.114        4.373
   37600.000 -1557134.187   144013.299    85679.701   184824.287     1189.014 -2230926.548   258086.061    42747.324       27.565       55.430     7650.185       19.662      275.000   115928.000       42.000     2605.000       32.000      160.000       77.000        0.000       67.301        0.000        7.612       22.837        2.249        0.000        3.267        3.279        4.406
   37700.000 -1557315.052   145549.086    86171.326   185562.002     1119.134 -2231721.297   256004.696    42891.028       27.668       55.439     7587.218       19.556      287.000   116126.000       42.000     2489.000       20.000      152.000       76.000        0.000       66.609        0.000        8.304       24.048        1.038        0.000        3.043        3.055        4.308
   37800.000 -1557198.597   143739.673    85909.828   185023.526     1162.480 -2231630.693   258596.588    42268.230       27.528       55.419     7767.075       19.974      275.000   115962.000       48.000     2632.000       25.000      166.000       79.000        0.000       66.609        0.000        6.228       23.529        3.633        0.000        3.142        3.154        4.417
   37900.000 -1556436.298   143873.350    85857.781   185465.676     1127.986 -2232926.260   260165.169    42989.135       27.499       55.394     7669.384       19.873      280.000   115828.000       42.000     2556.000       25.000      168.000       80.000        0.000       68.685        0.000        8.304       20.588        2.422        0.000        2.862        2.875        4.129
   38000.000 -1556738.087   143651.421    86241.939   184950.836     1202.053 -2231035.989   258251.654    42994.352       27.466       55.422     7767.242       20.005      295.000   115940.000       45.000     2668.000       20.000      157.000       76.000        0.000       65.571        0.000       11.765       20.934        1.730        0.000        2.898        2.910        4.156
   38100.000 -1557344.306   141475.012    85943.228   185584.415     1061.798 -2233822.836   262414.076    42347.499       27.456       55.401     7843.714       19.649      290.000   116244.000       44.000     2600.000       17.000      156.000       75.000        0.000       67.820        0.000        6.228       23.183        2.768        0.000        2.827        2.838        4.077
   38200.000 -1556624.507   142214.506    86077.116   185552.102     1137.883 -2232737.851   261131.737    42823.345       27.556       55.425     7841.127       19.703      283.000   115872.000       38.000     2579.000       22.000      159.000       75.000        0.000       67.993        0.000        7.612       22.491        1.903        0.000        3.106        3.115        4.235
